105,GR5,0.4,0,0,2.5,0,static,1800,1600,0,1.5,40,8000,8000
106,GR6,0.1,0,0,3.4,0,static,2200,2000,0,1.5,40,9000,9000
107,GR7,1,0,0,5.4,0,static,2000,1800,0,3,15,8000,8000
108,GR8,0.5,1,0,7.3,0,static,1500,1300,0,4,30,8000,8000
109,GR9,1,1,0,9,0,static,1800,1600,0,5,40,8000,8000
110,GR1B,0.1,0,0,0.3,0,static,2200,2000,0,0.4,35,8000,8000
111,GR2B,0.1,0,0,1,0,static,2000,1800,0,1,35,8000,8000
112,GR3B,0.1,0.4,0,1.5,0,static,1500,1300,0,2,50,8000,8000
113,GR4B,0.3,0,0,1.9,0,static,2000,1800,0,2,35,8000,8000
114,GR5B,0.4,0,0,2.5,0,static,1800,1600,0,1.5,60,8000,8000
115,GR6B,0.1,0,0,3.4,0,static,2200,2000,0,1.5,60,9000,9000
116,GR7B,1,0,0,5.4,0,static,2000,1800,0,3,35,8000,8000
117,GR8B,0.5,1,0,7.3,0,static,1500,1300,0,4,50,8000,8000
118,GR9B,1,1,0,9,0,static,1800,1600,0,5,60,8000,8000
119,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
121,GS1,0.2,0,0,0.5,0.7,static,2000,1800,1800,0.9,15,8000,8000
122,GS2,0.5,0.5,0,0.6,1,static,2000,1800,1800,1.5,15,8000,8000
123,GS3,0.3,0.3,0,1.5,1.3,static,1800,1600,1600,1.8,40,8000,8000
124,GS4,1.9,0.3,0.1,3.4,7.1,static,1800,1600,1600,2.1,40,8000,8000
125,GS1B,0.2,0,0,0.5,0.7,static,2000,1800,1800,0.9,35,8000,8000
126,GS2B,0.5,0.5,0,0.6,1,static,2000,1800,1800,1.5,35,8000,8000
127,GS3B,0.3,0.3,0,1.5,1.3,static,1800,1600,1600,1.8,60,8000,8000
128,GS4B,1.9,0.3,0.1,3.4,7.1,static,1800,1600,1600,2.1,60,8000,8000
129,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,
141,SH1,0.3,0.3,0,0.2,1.3,static,2000,1800,1600,1,15,8000,8000
142,SH2,1.4,2.4,0.8,0,3.9,static,2000,0,1600,1,15,8000,8000
143,SH3,0.5,3,0,0,6.2,static,1600,0,1400,2.4,40,8000,8000
144,SH4,0.9,1.2,0.2,0,2.6,static,2000,0,1600,3,30,8000,8000
145,SH5,3.6,2.1,0,0,2.9,static,750,0,1600,6,15,8000,8000
146,SH6,2.9,1.5,0,0,1.4,static,750,0,1600,2,30,8000,8000
147,SH7,3.5,5.3,2.2,0,3.4,static,750,0,1600,6,15,8000,8000
148,SH8,2.1,3.4,0.9,0,4.4,static,750,0,1600,3,40,8000,8000
149,SH9,4.5,2.5,0,1.6,7,static,750,1800,1500,4.4,40,8000,8000
150,SH1B,0.3,0.3,0,0.2,1.3,static,2000,1800,1600,1,35,8000,8000
151,SH2B,1.4,2.4,0.8,0,3.9,static,2000,0,1600,1,35,8000,8000
152,SH3B,0.5,3,0,0,6.2,static,1600,0,1400,2.4,60,8000,8000
153,SH4B,0.9,1.2,0.2,0,2.6,static,2000,0,1600,3,50,8000,8000
154,SH5B,3.6,2.1,0,0,2.9,static,750,0,1600,6,35,8000,8000
155,SH6B,2.9,1.5,0,0,1.4,static,750,0,1600,2,50,8000,8000
156,SH7B,3.5,5.3,2.2,0,3.4,static,750,0,1600,6,35,8000,8000
157,SH8B,2.1,3.4,0.9,0,4.4,static,750,0,1600,3,60,8000,8000
158,SH9B,4.5,2.5,0,1.6,7,static,750,1800,1500,4.4,60,8000,8000
159,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,
161,TU1,0.2,0.9,1.5,0.2,0.9,static,2000,1800,1600,0.6,20,8000,8000
162,TU2,1,1.8,1.3,0,0.2,static,2000,0,1600,1,30,8000,8000
163,TU3,1.1,0.2,0.3,0.7,1.1,static,1800,1600,1400,1.3,30,8000,8000
164,TU4,4.5,0,0,0,2,static,2300,0,2000,0.5,12,8000,8000
165,TU5,4,4,3,0,3,static,1500,0,750,1,25,8000,8000
166,TU1B,0.2,0.9,1.5,0.2,0.9,static,2000,1800,1600,0.6,40,8000,8000
167,TU2B,1,1.8,1.3,0,0.2,static,2000,0,1600,1,50,8000,8000
168,TU3B,1.1,0.2,0.3,0.7,1.1,static,1800,1600,1400,1.3,50,8000,8000
169,TU4B,4.5,0,0,0,2,static,2300,0,2000,0.5,32,8000,8000
170,TU5B,4,4,3,0,3,static,1500,0,750,1,45,8000,8000
171,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,
181,TL1,1,2.2,3.6,0,0,static,2000,0,0,0.2,30,8000,0
182,TL2,1.4,2.3,2.2,0,0,static,2000,0,0,0.2,25,8000,0
183,TL3,0.5,2.2,2.8,0,0,static,2000,0,0,0.3,20,8000,0
184,TL4,0.5,1.5,4.2,0,0,static,2000,0,0,0.4,25,8000,0
185,TL5,1.2,2.5,4.4,0,0,static,2000,0,0,0.6,25,8000,0
186,TL6,2.5,1.2,1.2,0,0,static,2000,0,0,0.3,25,8000,0
187,TL7,0.3,1.4,8.1,0,0,static,2000,0,0,0.4,25,8000,0
188,TL8,5.6,1.4,1.1,0,0,static,1800,0,0,0.3,35,8000,0
189,TL9,6.7,3.3,4.2,0,0,static,1800,0,0,0.6,35,8000,0
190,TL1B,1,2.2,3.6,0,0,static,2000,0,0,0.2,50,8000,0
191,TL2B,1.4,2.3,2.2,0,0,static,2000,0,0,0.2,45,8000,0
192,TL3B,0.5,2.2,2.8,0,0,static,2000,0,0,0.3,40,8000,0
193,TL4B,0.5,1.5,4.2,0,0,static,2000,0,0,0.4,45,8000,0
194,TL5B,1.2,2.5,4.4,0,0,static,2000,0,0,0.6,45,8000,0
195,TL6B,2.5,1.2,1.2,0,0,static,2000,0,0,0.3,45,8000,0
196,TL7B,0.3,1.4,8.1,0,0,static,2000,0,0,0.4,45,8000,0
197,TL8B,5.6,1.4,1.1,0,0,static,1800,0,0,0.3,55,8000,0
198,TL9B,6.7,3.3,4.2,0,0,static,1800,0,0,0.6,55,8000,0
199,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,
201,SB1,1.5,3,11,0,0,static,2000,0,0,1,25,8000,0
202,SB2,4.5,4.3,4,0,0,static,2000,0,0,1,25,8000,0
203,SB3,5.5,2.8,3,0,0,static,2000,0,0,1.2,25,8000,0
204,SB4,5.3,3.5,5.3,0,0,static,2000,0,0,2.7,25,8000,0
205,SB1B,1.5,3,11,0,0,static,2000,0,0,1,45,8000,0
206,SB2B,4.5,4.3,4,0,0,static,2000,0,0,1,45,8000,0
207,SB3B,5.5,2.8,3,0,0,static,2000,0,0,1.2,45,8000,0
208,SB4B,5.3,3.5,5.3,0,0,static,2000,0,0,2.7,45,8000,0
209,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,
